X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,language
8.118458947,-2.78478038,0.414907894,0.907955075,-7.995315646,15.52538547,-10.43989988,5.00156855,-1.51228067,-2.71934156,2.222300949,-5.846885619,US
-2.374189312,-7.297245015,7.349022274,7.524121683,-7.129271344,11.29251531,-13.64958749,4.615975062,-0.784157711,-4.178448536,1.320740577,2.530420554,ES
-0.791620839,1.303787654,-1.791228532,6.227354548,-9.602931267,8.602847859,-7.727415404,6.436677136,-0.055186959,0.486529786,1.698109685,-1.761527882,FR
-3.177167031,-4.239307974,1.106003305,10.93773624,-8.870120251,6.314209424,-9.932147794,0.379123668,-1.273990897,-0.336231904,5.219750588,-5.748221824,US
10.97815201,1.643640721,6.195086556,1.265712683,5.735025561,9.046350983,-7.799852907,0.78975779,-2.69787679,-9.736503898,4.329233042,-4.248318955,UK
8.423437469,-0.946114604,3.569467019,3.614923177,-4.635878742,15.52538547,-13.64958749,5.234487566,-0.609172078,0.866433889,3.701794601,-4.250613831,GE
14.96485915,-11.58151997,4.96002844,4.410680152,-7.489595725,15.52538547,-5.399223504,2.219272524,1.762621757,-5.919591782,6.942571157,-0.732210798,US
14.35175361,-1.486678932,8.695661259,7.521041182,-8.542759612,7.144977196,-4.501308137,5.256033193,1.171984844,-8.153563527,1.120028542,-0.077584252,UK
10.24050794,-6.530907156,11.77368016,2.567135669,-6.632919105,12.41740142,-6.245149304,0.232075133,0.104135305,-3.415710881,3.707601597,-5.640419317,US
3.637930698,-11.58151997,2.351036667,8.059313816,3.481879818,1.054263184,-8.167067002,7.061509453,-0.723448262,-4.568819185,4.622106092,-2.202176148,US
4.202228078,-6.910680378,-1.853671628,-1.744326606,-11.58612727,15.52538547,-13.64958749,2.957116105,2.099689229,-2.487242115,5.500966781,-0.900680624,UK
12.5223781,-1.021280949,4.241572606,4.539165534,-7.759917889,1.144314295,-13.64958749,0.232075133,0.435232988,-7.84250552,6.856665884,-6.49544553,US
2.02925237,-11.58151997,0.05088185,3.977646237,-6.992826835,15.52538547,-7.654006915,0.837255046,3.431619637,-5.888631564,-2.344791573,-2.730691689,US
14.96485915,-11.58151997,-1.73174732,-1.744326606,-7.568416057,8.071997518,-4.501308137,5.951403929,-0.899962025,-8.169889061,3.260219451,-4.761947691,GE
14.96485915,-11.58151997,0.735538917,11.98637468,-11.58612727,1.25127542,-8.906211619,6.831267175,1.184591684,-1.894743267,6.942571157,-5.908561931,UK
14.96485915,-11.58151997,7.027087037,13.94410667,-5.087010291,10.78584106,-4.501308137,5.051057649,-8.743396057,-2.754575634,1.351809283,-3.921977291,FR
2.356540509,-1.836459129,1.542366468,6.131899138,-6.831272563,11.34020622,-10.44820984,5.141914574,-0.93522553,-1.467817413,4.231722077,-3.582374123,GE
14.96485915,-7.85284524,3.86677731,0.666450559,-7.405766146,15.52538547,-12.92848914,5.483319745,1.031368755,-2.666467698,1.825132836,2.530420554,US
-3.177167031,1.643640721,0.615405455,4.770320754,-9.14624884,1.054263184,-13.64958749,3.397086812,-1.352327853,-5.285003438,3.914169112,-7.042932291,GE
-3.177167031,-1.2969164,0.150484153,6.366392181,-7.922582464,1.571675681,-13.64958749,4.467105757,0.211076786,-4.267902592,5.912016095,-5.987280017,US
13.51329977,-11.58151997,3.752881303,3.701497449,-6.830978697,15.52538547,-4.501308137,0.232075133,3.431619637,-2.308766494,3.442406067,2.530420554,US
14.96485915,-3.625993265,-2.222922753,13.94410667,-11.58612727,1.394718155,-4.501308137,5.912327432,3.431619637,-3.597302663,2.321338705,-1.915984576,US
14.96485915,1.643640721,1.785257074,2.40497165,-1.942653487,15.52538547,-13.64958749,1.171839544,1.541148546,-3.017750948,1.574172769,-0.886985198,US
-2.720674386,-11.58151997,0.050708213,13.94410667,5.735025561,13.8385245,-12.9303215,4.781573085,-0.702728208,-4.075800068,0.266016163,-2.01756192,US
4.682260579,1.643640721,1.46344441,11.30133513,2.288178973,10.95412902,-9.986725338,0.232075133,0.902246472,7.058451813,0.581143661,-4.726404209,UK
-3.177167031,-8.045267724,3.941858213,-1.744326606,-4.901339991,1.762263543,-7.814571711,4.999517955,-0.228322511,3.171787549,6.942571157,-3.276092297,US
14.96485915,-11.58151997,4.804751026,9.003823886,-6.598848257,11.43157337,-6.557334083,4.717978792,2.573510911,-3.605879881,2.880757825,-5.759378079,US
5.967939962,-10.93416652,0.129970983,8.521175946,-4.064162435,1.054263184,-13.64958749,2.949776693,-0.990053317,-6.479643252,3.205745506,-6.839958276,US
6.214827791,1.643640721,-2.222922753,8.17370072,-7.957893256,13.74524333,-10.68456944,1.069559075,-0.084609999,-9.736503898,4.685223823,-1.238299229,US
7.557855196,-2.79386225,0.516733059,3.457601184,-7.521189554,9.69152099,-13.64958749,8.260057288,-1.252720958,-3.456383057,-5.552453976,-4.568937268,US
-3.177167031,1.643640721,3.3512827,1.841223609,-6.947956201,1.399780999,-5.854575134,1.300478699,-11.02811472,-0.177350805,6.942571157,-2.340420244,US
10.14880449,-3.633410782,5.470404803,11.26407945,-6.624554949,12.2517509,-12.34663389,6.73482272,1.264492698,-6.930236071,2.982636253,-5.512446989,ES
9.527688084,1.643640721,-0.820215235,8.999171891,-8.105015958,7.284856372,-8.642729691,4.704596223,-4.471658212,3.805911288,3.978177432,-8.164806372,US
14.96485915,-9.161044155,0.030890373,-1.744326606,4.823966701,14.14344453,-13.64958749,4.422603159,-1.853960293,-5.077417991,1.004760127,2.530420554,US
14.96485915,1.643640721,-0.164352668,9.835872706,-7.914973825,3.244993916,-13.64958749,6.59044372,2.360835918,-2.082805256,1.256174191,2.530420554,GE
14.96485915,-11.58151997,7.762392908,-1.744326606,5.735025561,15.52538547,-4.501308137,2.543862592,1.033076193,-4.951461996,6.942571157,-7.646971097,US
14.96485915,-11.58151997,-2.222922753,-1.744326606,-7.033229949,11.21116366,-5.688595269,6.94452033,3.431619637,-3.035661208,4.289743069,-5.730888687,US
13.89733536,-11.58151997,0.058035671,5.808247602,-7.124136116,1.054263184,-10.83942773,4.344179635,-1.619393003,7.681875037,-0.086275669,-2.779939327,FR
1.289599031,-3.905948402,2.895800279,6.568970082,-4.180256996,1.054263184,-8.938274826,4.845422792,0.043277519,-0.275585817,5.096685853,-2.286244422,US
1.791322587,-5.460968639,-0.679390475,11.76451717,-5.413352119,15.52538547,-7.060594473,0.480018452,-1.473020956,1.21585475,4.440939852,-3.551365677,US
14.96485915,1.643640721,-1.600027516,7.020791628,-2.730637465,1.757808856,-7.914182752,9.070508041,1.514756829,-7.315431426,0.855556782,2.530420554,GE
14.96485915,1.643640721,0.788708702,0.578923443,-7.158464614,1.054263184,-8.075924393,7.897053368,-0.558755836,-4.294793071,2.581295145,-4.111662884,US
14.96485915,-4.211270009,2.05179464,1.769127336,-7.328390912,8.251424591,-7.651140497,0.922066937,-1.06538662,-0.88439396,2.0327977,-3.697350017,GE
14.96485915,-2.225331086,1.75962694,3.038327407,-8.128860609,9.99367094,-10.82981128,5.060055186,3.431619637,-3.893228207,-3.136900479,-0.112104483,FR
14.96485915,1.643640721,-2.222922753,5.8981923,-2.518905377,8.137118322,-4.951566168,3.489995527,-0.162119046,-2.034783867,2.746845231,-4.349922863,UK
14.96485915,1.643640721,-2.222922753,2.690930158,-11.58612727,2.659298933,-5.823478859,0.41053971,-1.001202618,-4.482639579,4.321426987,-6.457579802,US
-3.177167031,-8.703609238,-1.11993702,9.498781422,-7.960859464,11.73899782,-4.501308137,6.14407745,-0.37847383,-2.08362506,2.14776784,-1.749518915,US
-3.177167031,-11.58151997,4.723383991,13.94410667,5.735025561,15.52538547,-6.778347804,0.232075133,0.213699986,-1.202279877,3.271630413,-7.125254023,GE
9.589794718,0.106516109,5.026241818,3.06801368,-8.837822142,1.70956435,-4.501308137,4.708782731,-0.190128788,10.52091503,0.72990085,-2.016679428,US
-1.980385955,-1.920582238,1.118050499,13.94410667,-6.605000241,15.52538547,-4.501308137,9.931520309,1.433306646,-0.002044459,3.940746113,-4.749627594,US
14.96485915,-0.542535414,-0.878597004,8.902727686,-6.47297529,12.73144267,-4.501308137,4.991709124,-1.529939876,-3.480033131,3.0734708,-3.975439947,US
9.505209622,-11.58151997,0.314379313,9.871808707,-6.277168959,11.03116588,-8.247129386,1.65652067,0.750656523,-4.168147402,1.121579526,-2.600863236,GE
3.940420262,-7.932921523,3.809672296,9.571860929,-11.58612727,2.390309333,-4.501308137,6.299308801,0.656537747,-1.485060314,5.471683896,-4.682254086,US
14.96485915,-11.58151997,3.456491207,8.862957682,-7.252658286,11.76730302,-13.64958749,5.175514316,1.284697969,-7.104352977,3.289462023,-4.460496447,US
14.96485915,-1.086120988,8.77184622,6.162359071,-9.088576385,15.52538547,-4.501308137,3.283188384,3.431619637,-9.736503898,5.323807027,-0.650728557,GE
14.96485915,-1.452321736,11.77368016,13.94410667,-3.166351954,12.94021419,-8.533633705,10.85853202,-2.396086997,-2.255931265,0.798359782,-6.898580887,US
3.755691598,-5.253824981,1.797091413,1.409244739,-6.655197895,15.52538547,-4.501308137,8.07945616,-1.18164614,-2.327859647,6.942571157,-1.724592725,GE
8.527281748,1.643640721,4.155460486,3.550021978,-9.203090232,11.25134419,-4.501308137,8.204066234,3.431619637,-1.608391459,3.64767885,-1.351809117,US
4.195352849,-8.411269835,2.550874626,13.94410667,-0.50587903,7.658641002,-13.64958749,7.111826739,0.60676246,-1.620808651,1.791711812,-0.97801297,US
0.578273725,-11.58151997,2.770310609,5.51977817,-2.131128987,15.52538547,-8.954441584,3.682957975,-0.051692385,-2.69165102,0.4123945,-3.958160883,US
10.45491304,-11.58151997,0.659775027,13.94410667,-11.58612727,10.51117256,-8.637347986,3.201796923,3.431619637,-9.736503898,4.61675759,-6.640501213,UK
14.05015713,-5.019678734,4.622719326,5.406565566,-1.01317702,10.10185583,-13.64958749,5.180376423,-9.113323585,0.552130831,0.820451789,-6.191809761,US
1.786456551,1.643640721,0.511069452,2.765132072,-6.106186876,1.856459678,-13.64958749,4.874516113,3.431619637,-3.067700701,3.204186711,-8.524045238,UK
3.254702776,-6.09197011,0.771828938,1.115630484,-8.307452606,12.93382486,-13.64958749,4.666075691,0.762538818,-3.871999588,5.966967453,-6.136429093,FR
14.96485915,-2.75917347,2.415387374,13.94410667,-3.20891156,15.52538547,-4.501308137,3.343306516,2.664671422,-4.12993304,0.789288039,-4.410297327,IT
-1.780746259,1.643640721,3.697180101,9.786611089,-7.949776577,9.09456388,-11.02868542,0.250358767,3.0147268,-1.551154895,2.553009962,-4.700800929,UK
14.96485915,-11.58151997,5.879487054,13.42443279,-8.057402225,14.43006907,-7.724942853,8.360857403,1.977362461,-6.073265314,0.655302537,-4.456813918,UK
14.43821282,-11.58151997,0.769746711,13.94410667,-6.949575371,12.82418567,-4.501308137,4.992727777,3.431619637,-6.394529835,6.403461778,-3.906037364,US
-3.177167031,-11.58151997,5.159364847,0.72435675,-6.015160735,15.52538547,-6.68215061,4.629024616,1.392020082,-2.023104806,3.897815407,-6.047323999,US
3.639641013,-1.279210762,-2.222922753,13.94410667,-1.794875241,13.02435108,-4.501308137,7.161975783,-0.974304592,-9.736503898,6.900990723,-5.577536247,UK
12.37417713,-5.569768211,2.783388473,1.631031636,-6.61461333,15.52538547,-12.60977348,5.428630552,-2.583236985,-5.063096813,-3.832502964,-6.179764199,US
4.110130393,-11.58151997,2.02310588,12.77812379,-8.121178979,10.21066441,-10.19814504,4.596336638,2.614352227,-3.33513186,-7.3122304,-1.692458918,US
14.96485915,-3.098176795,0.129739987,13.94410667,-4.596380521,5.987212009,-10.4064708,3.1768243,3.431619637,-2.167693402,-5.228938219,2.530420554,ES
3.922613747,-4.676249163,8.756786255,1.465599883,-0.518587195,11.49247381,-9.506459948,5.560978905,-1.000916231,-9.736503898,5.342235367,-8.869338393,ES
